Kanji	Keyword	KeywordWK	ElementsTree	Elements
旅	trip	Trip		trip, travel, banner, direction, compass, direction, reclining, lying down, Carol in rags, person, rag
勿	not	Must Not		not, knot, piglet’s tail
物	thing	Thing		thing, cow, knot, piglet’s tail
易	easy	Easy		easy, sun, day, knot, piglet’s tail
賜	grant			grant, shellfish, shell, clam, oyster, eye, animal legs, eight, easy, sun, day, knot, piglet’s tail
尿	urine	Urine		urine, flag, water
尼	nun	Nun		nun, flag, spoon, sitting on the ground
尻	buttocks	Butt		buttocks, flag, nine, baseball
泥	mud	Mud		mud, water, water droplets, water pistol, nun, flag, spoon, sitting on the ground
塀	fence	Fence		fence, soil, dirt, ground, folding screen, flag, puzzle, horns, two hands
履	footgear	Boots		footgear, flag, restore, Nelson, column, going, line, fold back, double back, reclining, lying down, sun, day, walking legs
屋	roof	Roof		roof, flag, climax, wall, one, ceiling, elbow, soil, dirt, ground
握	grip	Grip		grip, finger, fingers, roof, flag climax, wall, one, ceiling, elbow, soil, dirt, ground
屈	yield	Yield		yield, flag, exit
掘	dig	Dig		dig, finger, fingers, yield, flag, exit
堀	ditch	Ditch		ditch, moat, soil, dirt, ground, yield, flag, exit
居	reside	Alive		reside, flag, old, tombstone, gravestone, church, ten, needle, mouth
据	set	Install		set, finger, fingers, reside, flag, old, tombstone, gravestone, church, ten, needle, mouth
裾	hem			hem, cloak, reside, flag, old, tombstone, gravestone, church, ten, needle, mouth
層	stratum	Layer		stratum, flag, increase, formerly, horns, rice field, brains, sun, day
局	bureau	Bureau		bureau, flag, phrase, bound up, mouth
遅	slow	Slow		slow, flag, horns, sheep, king, road
漏	leak	Leak		leak, water, water droplets, water pistol, flag, rain, weather
刷	printing	Printing		printing, flag, towel, sword, sabre, saber
尺	shaku	Shaku		shaku, flag, stick
尽	exhaust	Exhaust		exhaust, shaku-hachi, flag, stick, ice
沢	swamp	Swamp		swamp, water, water droplets, water pistol, shaku-hachi, flag, stick
訳	translate	Translation		translate, say, words, keitai, mouth, shaku-hachi, flag, stick
択	choose	Select		choose, finger, fingers, shaku-hachi, flag, stick
昼	daytime	Noon		daytime, shaku-hachi, flag, stick, nightbreak, sun, day, one, floor
戸	door	Door		door, ceiling, one, flag
肩	shoulder	Shoulder		shoulder, door, one, ceiling, flag, moon, month, flesh, part of the body
房	tassel	Cluster		tassel, door, one, ceiling, flag, compass, direction
扇	fan	Folding Fan		fan, door, one, ceiling, flag, feathers, wings
炉	hearth	Furnace		hearth-fire, door, one, ceiling, flag
戻	re-	Return		re-, door, one, ceiling, flag, large, St. Bernard
涙	tears	Teardrop		tears, water, water droplets, water pistol, re-, door, one, ceiling, flag, large, St. Bernard
雇	employ	Employ		employ, door, one, ceiling, flag, turkey
顧	look back	Review		look back, employ, door, one, ceiling, flag, turkey, head, page, one, ceiling, drop, shellfish, shell, clam, oyster, eye, animal legs, eight
啓	disclose	Enlighten		disclose, bouncer, door, one, ceiling, flag, taskmaster, mouth
示	show	Indicate		show, altar, two, small
礼	salutation	Thanks		salute, salutation, altar, fishhook
祥	auspicious	Auspicious		auspicious, altar, horns, sheep
祝	celebrate	Celebrate		celebrate, altar, elder brother, teenager, mouth, human legs
福	blessing	Luck		blessing, altar, wealth, one, ceiling, mouth, rice field, brains
祉	welfare	Welfare		welfare, altar, stop, footprint
社	company	Company		company, altar, soil, dirt, ground
視	inspection	Look At		inspection, altar, see, telescope, eye, human legs
奈	Nara	Nara		nara, large, St. Bernard, altar, show, two, small
尉	military officer	Military Officer		military officer, lieutenant, flag, altar, show, two, small, glue
慰	consolation	Consolation		consolation, military officer, lieutenant, flag, altar, show, two, small, glue, heart
款	goodwill	Article		goodwill, samurai, altar, show, two, small, lack, yawn
禁	prohibition	Prohibit		prohibition, grove, tree, wood, altar, show, two, small, tree2, wood2
襟	collar	Collar		collar, cloak, prohibition, grove, tree, wood, altar, show, two, small, tree2, wood2
宗	religion	Religion		religion, house, altar, show, two, small
崇	adore	Worship		adore, mountain, religion, house, altar, show, two, small
祭	ritual	Festival		ritual, moon, month, flesh, part of the body, crotch, altar, show, two, small
察	guess	Guess		guess, house, ritual, moon, month, flesh, part of the body, crotch, altar, show, two, small
擦	grate	Grate		grate, finger, fingers, guess, house, ritual, moon, month, flesh, part of the body, crotch, altar, show, two, small
由	wherefore	Reason		wherefore, sprout, shoot
抽	pluck	Pluck		pluck, finger, fingers, sprout, shoot
油	oil	Oil		oil, water, water droplets, water pistol, sprout, shoot
袖	sleeve	Sleeve		sleeve, cloak, sprout, shoot
宙	mid-air	Midair		mid-air, house, sprout, shoot
届	deliver	Deliver		deliver, flag, sprout, shoot
笛	flute	Flute		flute, bamboo, sprout, shoot
軸	axis	Axis		axis, car, sprout, shoot
甲	armor	Turtle Shell		armour, armor, roots
押	push	Push		push, finger, fingers, armour, armor, roots
岬	headland	Cape		headland, mountain, armour, armor, roots
挿	insert	Insert		insert, finger, fingers, thousand, armour, armor, roots
申	speaketh	Say Humbly		speaketh, monkey, sun, day, rice field, stick
伸	expand	Stretch		expand, person, monkey, sun, day, rice field, stick
神	gods	God		gods, altar, monkey, sun, day, rice field, stick
捜	search	Search		search, finger, fingers, Buddha’s hand, monkey, sun, day, stick, crotch
果	fruit	Fruit		fruit, rice field, brains, tree, wood
菓	confectionary	Cake		candy, flowers, fruit, rice field, brains, tree, wood
課	chapter	Section		chapter, say, words, keitai, mouth, fruit, rice field, brains, tree, wood
裸	naked	Naked		naked, cloak, fruit, rice field, brains, tree, wood
斤	ax	Axe		axe
析	chop	Analysis		chop, tree, wood, axe
所	place	Place		place, door, one, ceiling, flag, axe
祈	pray	Pray		pray, altar, axe
近	near	Near		near, axe, road
折	fold	Fold		fold, finger, fingers, axe
哲	philosophy	Philosophy		philosophy, fold, finger, fingers, axe, mouth
逝	departed	Die		departed, fold, finger, fingers, axe, road
誓	vow	Vow		vow, fold, finger, fingers, axe, say, words, keitai, mouth
斬	chop off	Slice		chop off, executioner, car, axe
暫	temporarily	Temporarily		temporarily, executioner, chop off, car, axe, sun, day
漸	steadily	Gradually		steadily, water, water droplets, water pistol, executioner, chop off, car, axe
断	severance	Cut Off		severance, fishhook, rice, axe, straightened hook
質	substance	Quality		substance, axe, shellfish, shell, clam, oyster, eye, animal legs, eight, axe2
斥	reject			reject, axe, drop
訴	accusation	Sue		accusation, say, words, keitai, mouth, reject, axe, drop
昨	yesterday	Previous		yesterday, sun, day, saw
詐	lie	Lie		lie, say, words, keitai, mouth, saw
作	make	Make		make, person, saw
雪	snow	Snow		snow, rain, weather, broom
録	record	Record		record, metal, gold, dustpan, broom, grains of rice
剥・剝	peel off			peel off, dustpan, broom, grains of rice, sword, sabre, saber
尋	inquire	Inquire		inquire, broom, craft, mouth, glue
急	hurry	Hurry		hurry, bound up, broom, heart
穏	calm	Calm		calm, wheat, cereal, hideaway, claw, vulture, broom, heart
侵	encroach	Invade		encroach, person, French maid, tickle, broom, crown, crotch
浸	immersed	Immersed		immersed, water, water droplets, water pistol, French maid, tickle, broom, crown, crotch
寝	lie down	Lie Down		lie down, house, turtle, French maid, tickle, broom, crown, crotch
婦	lady	Wife		lady, woman, feather duster, broom, apron, crown, towel
掃	sweep	Sweep		sweep, finger, fingers, feather duster, broom, apron, crown, towel
当	hit	Correct		hit, small, broom
彙	glossary			glossary, broken broom, mutual, mutually, crown, fruit, rice field, brains, tree, wood, broom*
争	contend	Conflict		contend, bound up, rake
浄	clean	Cleanse		clean, water, water droplets, water pistol, contend, bound up, rake
事	matter	Action		matter, one, ceiling, mouth, rake
唐	T'ang	China		T’ang, cave, rake, mouth
糖	sugar	Sugar		sugar, rice, T’ang, cave, rake, mouth
康	sane	Ease		ease, sane, cave, sieve, rake, grains of rice
逮	apprehend	Apprehend		apprehend, sieve, rake, grains of rice, road
伊	Italy	Italy		italy, person, mop
君	old boy	Buddy		old boy, mop, mouth
群	flock	Flock		flock, old boy, mop, mouth, horns, sheep
耐	-proof	Resistant		proof, comb, glue
需	demand	Demand		demand, rain, weather, comb
儒	Confucian			confucian, person, demand, rain, weather, comb
端	edge	Edge		edge, vase, stand up, pick-axe, mountain, comb
両	both	Both		both, street, nail, spike, belt, shovel
満	full	Full		full, water, water droplets, water pistol, flowers, both, street, nail, spike, belt, shovel
画	brush-stroke	Drawing		brush-stroke, one, ceiling, sprout, shoot, shovel
歯	tooth	Tooth		tooth, stop, footprint, bag of rice, shovel
曲	bend	Music		bend, rice field, brains, stick
曹	cadet	Official		cadet, one, bend, sun, day, rice field
遭	encounter	Encounter		encounter, cadet, one, bend, sun, day, road
漕	rowing			rowing, water, water droplets, water pistol, cadet, one, bend, sun, day, rice field
槽	vat	Tank		vat, tree, wood, cadet, one, bend, sun, day, rice field
斗	Big Dipper	Ladle		big dipper, measuring cup, The Plough, drop, ten, needle
料	fee	Fee		fee, rice, measuring cup, big dipper, The Plough, drop, ten, needle
科	department	Course		department, wheat, cereal, measuring cup, big dipper, The Plough, drop, ten, needle
図	map	Diagram		map, pent in, measuring cup, big dipper, The Plough, drop, ten, needle
用	utilize	Task		utilize, moon, month, flesh, part of the body, stick
庸	comfortable	Common		commonplace, comfortable, cave, rake, screwdriver, utilise, utilize, moon, month, flesh, part of the body, stick
備	equip	Provide		equip, person, flowers, cliff, screwdriver, utilise, utilize, moon, month, flesh, part of the body, stick
昔	once upon a time	Long Ago		once upon a time, salad, flowers, one, floor, sun, day
錯	confused	Mixed		confused, metal, gold, once upon a time, storyteller, salad, sun, day
借	borrow	Borrow		borrow, person, once upon a time, storyteller, salad, sun, day
惜	pity	Frugal		pity, Freud, state of mind, once upon a time, storyteller, salad, sun, day
措	set aside	Set Aside		set aside, finger, fingers, once upon a time, storyteller, salad, sun, day
散	scatter	Scatter		scatter, salad, moon, month, flesh, part of the body, taskmaster
廿	twenty			twenty, one, shovel
庶	commoner	All		commoner, caverns, cave, twenty, oven-fire, drop4, barbecue
遮	intercept	Intercept		intercept, commoner, caverns, cave, twenty, oven-fire, drop4, barbecue, road
席	seat	Seat		seat, caverns, cave, twenty, towel
度	degrees	Degrees		degrees, caverns, cave, twenty, crotch
渡	transit	Transit		transit, water, water droplets, water pistol, degrees, caverns, cave, twenty, crotch
奔	bustle	Run		bustle, large, St. Bernard, haystack, ten, needle, needle3, ten3
噴	erupt	Erupt		erupt, mouth, pitchfork, haystack, ten, needle, shellfish, shell, clam, oyster, eye, animal legs, eight, needle3, ten3
墳	tomb	Tomb		tomb, soil, dirt, ground, pitchfork, haystack, ten, needle, shellfish, shell, clam, oyster, eye, animal legs, eight, needle3, ten3
憤	aroused	Resent		aroused, Freud, state of mind, pitchfork, haystack, ten, needle, shellfish, shell, clam, oyster, eye, animal legs, eight, needle3, ten3
焼	bake	Bake		bake, hearth fire, lofty, strawman, wickerman, haystack, ten, needle, one, human legs, needle3, ten3
暁	daybreak	Dawn		daybreak, sun, day, lofty, strawman, wickerman, haystack, ten, needle, one, human legs, needle3, ten3
半	half	Half		half, small, ten, needle
伴	consort	Accompany		consort, person, half
畔	paddy ridge	Shore		paddy-ridge, rice field, brains, half
判	judgment	Judge		judgement, half, sword, sabre, saber
拳	fist	Fist		fist, quarter, hand
券	ticket	Ticket		ticket, quarter, sword, dagger
巻	scroll	Scroll		scroll, quarter, snake, self
圏	sphere	Range		sphere, pent in, scroll, quarter, snake, self
勝	victory	Win		victory, edam, moon, month, flesh, part of the body, quarter, power, muscle, arnold
藤	wisteria	Wisteria		wisteria, flowers, edam, moon, month, flesh, part of the body, quarter, grains of rice
謄	facsimilie			mimeograph, facsimile, edam, moon, month, flesh, part of the body, quarter, say, words, keitai, mouth
片	one-sided	One Sided		one-sided, waiter with wine on tray
版	printing block	Edition		printing block, one-sided, waiter with wine on tray, anti-, demonstration, cliff, crotch
之	of	This		of, Zorro, building blocks, zig-zag
乏	destitution	Scarce		destitution, drop, of, Zorro, building blocks, zig-zag
芝	turf	Lawn		turf, flowers, of, Zorro, building blocks, zig-zag
不	negative	Not		negative, negation, one, ceiling, person, drop
否	negate	No		negate, negative, mouth
杯	cupfuls	Cup Of Liquid		cupfuls, tree, wood, negative
矢	dart	Arrow		dart, drop, heavens
矯	rectify	Correct		rectify, dart, drop, heavens, angel, heavens, mouth, hood, mouth, mouth2
族	tribe	Tribe		tribe, banner, direction, compass, direction, reclining, lying down, dart, drop, heavens
知	know	Know		know, dart, drop, heavens, mouth
智	wisdom	Wisdom		wisdom, know, dart, drop, heavens, mouth, sun, day, tongue wagging
挨	shove	Push Open		shove, finger, fingers, elbow, dart, drop, heavens
矛	halberd	Spear		halberd, beforehand
柔	tender	Gentle		tender, halberd, beforehand, tree, wood
務	task	Task		task, halberd, beforehand, taskmaster, power, muscle, arnold
霧	fog	Fog		fog, rain, weather, task, halberd, beforehand, taskmaster, power, muscle, arnold
班	squad	Squad		squad, sword, spear, cutlass, king, jewel, ball, king2, jewel2, ball2
帰	homecoming	Return		homecoming, sword, spear, cutlass, feather duster, broom, apron, crown, towel
弓	bow	Bow		bow
引	pull	Pull		pull, bow, stick
弔	condolences	Condolence		condolences, bow, stick
弘	vast			vast, bow, elbow
強	strong	Strong		strong, bow, elbow, insect
弥	more and more	Increasing		more and more, bow, hammock, reclining, lying down, small, little
弱	weak	Weak		weak, bow, ice, bow2, ice2
溺	drowning			drowning, water, water droplets, water pistol, weak, bow, ice, bow2, ice2
沸	seethe	Boil		seethe, water, water droplets, water pistol, dollar, bow, stick, stick2
費	expense	Expense		expense, dollar, bow, stick, shellfish, shell, clam, oyster, eye, animal legs, eight, stick2
